352,347,471,337,472,357,353,366
156,234,230,216,237,245,163,263
838,176,878,168,883,195,843,202
413,238,454,233,456,247,415,251
838,291,875,280,881,298,844,309
397,283,469,278,470,297,399,302
768,215,783,184,812,198,796,230
348,130,433,122,435,141,350,149
232,328,287,309,296,335,241,354
343,288,398,283,399,304,345,308
104,320,204,258,250,332,150,394
222,269,288,269,288,319,222,319
350,315,460,295,467,329,356,350
424,251,462,248,463,259,425,262
381,238,412,238,412,252,380,251
339,256,403,255,403,267,339,268
346,242,377,238,379,252,348,256
