302,0,478,34,456,127,280,86
1003,313,1062,312,1062,327,1003,328
1005,356,1081,359,1080,373,1004,370
1027,208,1123,206,1124,220,1027,223
1062,314,1110,311,1111,325,1063,328
1019,199,1083,191,1084,205,1021,213
1016,185,1054,178,1056,190,1019,197
1001,242,1059,242,1059,255,1001,255
581,33,827,134,804,190,558,89
1011,386,1063,387,1063,401,1010,400
1006,230,1039,223,1042,236,1009,243
992,188,1013,184,1015,197,995,200
1005,372,1028,373,1028,385,1005,384
1056,107,1096,104,1097,118,1057,121
332,321,326,249,342,248,348,320
