753,651,833,650,833,666,754,667
403,648,454,649,454,665,403,664
377,442,402,377,422,385,397,450
577,395,567,335,586,332,596,392
786,469,787,416,819,416,818,469
673,352,674,307,696,307,694,353
832,645,892,641,893,660,833,664
770,616,817,615,817,630,770,631
315,512,407,516,404,579,312,575
519,409,509,348,535,344,545,404
821,614,852,616,851,631,819,629
844,685,880,687,879,706,843,704
755,469,757,412,774,413,773,470
733,439,741,409,760,414,751,444
735,357,734,315,762,314,763,356
627,394,628,357,648,357,647,394
229,551,258,483,320,509,291,577
758,325,772,302,795,317,781,339
299,433,331,374,372,396,340,455
644,406,643,351,671,350,673,405
695,402,700,354,726,356,721,405
679,403,676,357,695,355,699,401
673,451,688,412,716,422,701,461
