357,464,420,413,433,429,369,480
269,538,352,468,369,487,286,558
509,52,555,47,558,64,511,70
551,351,599,350,600,366,551,367
542,276,588,273,589,290,543,293
527,185,575,181,577,197,529,202
100,222,141,164,158,176,116,234
71,73,102,41,115,53,84,85
294,354,344,327,351,340,300,367
279,311,321,294,327,308,284,325
37,109,71,73,85,86,51,122
308,322,347,304,352,317,313,334
648,600,642,557,657,555,663,598
104,40,147,0,160,0,118,52
718,456,774,458,774,468,718,467
593,465,615,416,653,434,631,482
417,703,443,651,466,663,440,714
684,146,728,143,729,153,684,156
733,142,761,138,762,148,734,152
729,238,759,237,760,246,729,247
243,28,274,0,289,0,258,38
706,359,757,356,758,365,707,368
0,169,32,112,48,127,0,185
634,621,627,557,642,555,649,619
333,719,343,687,366,692,357,719
558,40,589,27,604,60,573,73
692,242,727,238,727,246,693,250
783,455,810,453,811,463,784,466
345,328,370,312,377,323,351,338
