750,203,786,203,787,223,750,224
1023,221,1109,198,1117,227,1031,250
1043,305,1126,294,1129,319,1047,330
1063,402,1153,411,1150,440,1060,432
1054,357,1138,355,1139,383,1055,385
739,266,780,261,782,275,741,280
327,261,406,250,413,305,334,315
1008,338,1130,313,1136,345,1015,370
1031,237,1117,250,1109,299,1023,286
27,329,108,327,109,347,28,349
968,402,1037,404,1036,431,967,429
941,252,1001,233,1009,256,948,275
757,288,787,284,789,298,759,302
132,247,331,254,329,314,130,307
1057,386,1136,382,1138,404,1058,408
