751,296,920,273,935,387,767,410
942,103,1008,95,1012,125,945,133
940,219,1016,214,1017,238,941,243
1019,210,1108,208,1109,234,1020,237
988,169,1072,164,1074,196,989,201
994,288,1081,297,1078,324,991,315
1013,87,1104,65,1111,96,1020,118
1009,54,1072,34,1081,60,1018,81
971,327,1026,335,1023,359,968,351
754,31,887,0,901,6,768,63
941,187,984,180,988,202,944,208
945,293,992,294,991,315,944,314
1027,335,1111,344,1108,370,1024,361
850,212,842,165,880,158,888,205
741,99,763,89,772,109,750,119
1075,167,1121,162,1124,188,1078,193
1116,202,1206,201,1206,231,1116,233
940,71,979,61,985,87,946,97
1080,444,1204,491,1194,517,1070,470
839,465,894,491,881,517,827,491
1167,297,1279,318,1276,346,1162,325
766,97,782,81,797,96,781,112
790,457,835,464,830,492,785,485
