996,199,1125,191,1128,224,998,232
1132,195,1234,179,1238,202,1135,217
936,208,989,203,992,237,939,242
1081,252,1143,246,1145,264,1083,270
1113,380,1150,382,1149,396,1112,395
991,256,1077,254,1077,271,992,273
1037,284,1091,283,1091,302,1037,303
1094,284,1136,283,1137,303,1094,303
1175,317,1237,322,1237,335,1174,330
1152,382,1182,384,1181,398,1151,396
1026,315,1078,318,1077,331,1025,328
1049,381,1110,382,1110,394,1049,393
1111,317,1173,317,1172,332,1110,331
1000,375,1050,377,1050,391,1000,390
973,316,1025,317,1024,329,973,328
753,223,774,219,776,231,755,234
