1082,347,1142,341,1144,364,1085,370
1023,350,1082,347,1083,370,1024,373
1111,468,1145,468,1145,482,1111,482
1061,465,1107,467,1106,483,1060,481
1089,413,1173,408,1175,433,1090,437
997,379,1031,376,1032,394,999,397
1031,379,1071,374,1073,391,1033,396
1040,333,1055,256,1117,269,1102,345
1109,373,1182,371,1182,391,1110,393
1011,445,1061,449,1059,464,1010,460
1143,451,1179,450,1180,464,1143,465
1090,451,1142,451,1142,465,1090,465
1048,410,1072,416,1067,436,1043,429
1177,451,1200,452,1199,466,1177,465
